Epoch,accuracy,loss,val_accuracy,val_loss
1,0.22499999403953552,2.605189085006714,0.66015625,1.387690782546997
2,0.5874999761581421,1.3761347532272339,0.84765625,0.8179001212120056
3,0.7447916865348816,0.8805817365646362,0.86328125,0.6340733766555786
4,0.8072916865348816,0.68577641248703,0.90625,0.4802386462688446
5,0.8656250238418579,0.536548912525177,0.91015625,0.4210643768310547
6,0.875,0.46937209367752075,0.94921875,0.33501434326171875
7,0.9041666388511658,0.39783230423927307,0.9375,0.3226008415222168
8,0.9020833373069763,0.36271336674690247,0.9375,0.30015283823013306
9,0.9208333492279053,0.31864750385284424,0.953125,0.255307674407959
10,0.9437500238418579,0.26489657163619995,0.9453125,0.2481955885887146
11,0.9312499761581421,0.2660682499408722,0.9609375,0.21062098443508148
12,0.9437500238418579,0.2507191002368927,0.97265625,0.19044290482997894
13,0.9572916626930237,0.21686074137687683,0.96875,0.1858711689710617
14,0.953125,0.19487789273262024,0.97265625,0.17034241557121277
15,0.9677083492279053,0.1592138260602951,0.97265625,0.14297834038734436
