Epoch,accuracy,loss,val_accuracy,val_loss
1,0.11903566122055054,2.6257476806640625,0.2917504906654358,2.207411766052246
2,0.331993967294693,2.1005945205688477,0.48490944504737854,1.8041470050811768
3,0.4535409212112427,1.6409533023834229,0.5995975732803345,1.273249864578247
4,0.564540445804596,1.3317636251449585,0.6277666091918945,1.0663527250289917
5,0.6228026151657104,1.0895177125930786,0.6720321774482727,0.9528313875198364
6,0.6941235661506653,0.9198430180549622,0.696177065372467,0.9090974926948547
7,0.7232546210289001,0.8303197026252747,0.7323943376541138,0.7843056321144104
8,0.7443495988845825,0.748655378818512,0.7062374353408813,0.8254624605178833
9,0.7780010104179382,0.6380361318588257,0.7404426336288452,0.7201429605484009
10,0.7940733432769775,0.614301860332489,0.7525150775909424,0.7726622223854065
