Epoch,accuracy,loss,val_accuracy,val_loss
1,0.7287458181381226,0.9673189520835876,0.8632352948188782,0.4471583068370819
2,0.9644360542297363,0.15753474831581116,0.96875,0.11574357002973557
3,0.9888467788696289,0.06195348873734474,0.9915441274642944,0.04180223494768143
4,0.9947390556335449,0.032655052840709686,0.998161792755127,0.016980042681097984
5,0.997053861618042,0.020272744819521904,0.9996323585510254,0.007962165400385857
6,0.9988425970077515,0.013228721916675568,1.0,0.004651791416108608
7,0.9987373948097229,0.010243386961519718,0.9996323585510254,0.003601826261729002
8,0.9990530014038086,0.007150378543883562,0.9996323585510254,0.0026229710783809423
9,0.9993686676025391,0.005513632670044899,1.0,0.001840853481553495
10,1.0,0.0035256489645689726,0.9996323585510254,0.0019930799026042223
11,0.9992634654045105,0.004370170179754496,1.0,0.001312418025918305
12,0.9994739294052124,0.0033531379885971546,1.0,0.0010911185527220368
13,1.0,0.0021787055302411318,0.9996323585510254,0.0010156809585168958
14,0.9998947978019714,0.0016533697489649057,0.9996323585510254,0.0009210658608935773
15,0.9996843338012695,0.0023378911428153515,0.9996323585510254,0.0009553879499435425
