Epoch,accuracy,loss,val_accuracy,val_loss
1,0.6262626051902771,1.2390668392181396,0.8948529362678528,0.4237695038318634
2,0.8707912564277649,0.45019522309303284,0.9426470398902893,0.2414090484380722
3,0.9088804721832275,0.3033820688724518,0.9544117450714111,0.20112556219100952
4,0.9307659864425659,0.23659692704677582,0.9624999761581421,0.1620754897594452
5,0.940025269985199,0.20240691304206848,0.9602941274642944,0.14847072958946228
6,0.9467592835426331,0.1736537665128708,0.9676470756530762,0.12603363394737244
7,0.9564393758773804,0.14792826771736145,0.9750000238418579,0.11362481117248535
8,0.9593855142593384,0.13433901965618134,0.9816176295280457,0.0986107885837555
9,0.9600168466567993,0.13438545167446136,0.9676470756530762,0.11950311064720154
10,0.9595959782600403,0.12929010391235352,0.970588207244873,0.10345669090747833
11,0.9646464586257935,0.11466462165117264,0.9808823466300964,0.08283430337905884
12,0.9640151262283325,0.1116393506526947,0.9779411554336548,0.0874519795179367
13,0.9696969985961914,0.09937536716461182,0.9786764979362488,0.08043872565031052
14,0.9661195278167725,0.10111825913190842,0.9742646813392639,0.0850747600197792
15,0.9739057421684265,0.09111125767230988,0.979411780834198,0.07675392180681229
16,0.9711700081825256,0.09318546950817108,0.9823529124259949,0.07396939396858215
17,0.9675925970077515,0.0929829329252243,0.9764705896377563,0.08187142014503479
18,0.9730639457702637,0.08098549395799637,0.9808823466300964,0.0706314742565155
19,0.9753788113594055,0.08018365502357483,0.9779411554336548,0.08445794135332108
20,0.9747474789619446,0.07569650560617447,0.9772058725357056,0.07234415411949158
