2,4,4,3,0,1,2,2,0
3,6,3,5,1,2,10,4,4
3,3,9,7,2,4,13,10,3
2,3,5,5,3,3,9,8,4
0,4,0,4,0,0,5,5,1
2,3,2,3,1,0,2,2,1
2,10,10,10,3,3,28,11,2
3,6,13,15,1,1,14,3,2
1,3,2,1,1,1,5,1,1
