EfficientNetV2S_lr0.001_epochs20_bs32
epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.9144284725189209,0.6934955716133118,0.4609358012676239,0.8450018763542175
2,0.45768609642982483,0.8415535688400269,0.32750093936920166,0.8914264440536499
3,0.3157256841659546,0.8904070854187012,0.23558269441127777,0.9206289649009705
4,0.2528485655784607,0.9136171936988831,0.20826363563537598,0.9344814419746399
5,0.20632946491241455,0.9299017190933228,0.2016143649816513,0.9385997653007507
6,0.15220916271209717,0.9503041505813599,0.17110732197761536,0.9483339786529541
7,0.13130581378936768,0.957229733467102,0.16023558378219604,0.9539498090744019
8,0.11799157410860062,0.9607861638069153,0.1519443690776825,0.956570565700531
9,0.1122802272439003,0.9625643491744995,0.14747922122478485,0.9580681324005127
10,0.1112806424498558,0.9639681577682495,0.1466628760099411,0.9595656991004944
11,0.1100851520895958,0.9645296931266785,0.14535628259181976,0.9588169455528259
12,0.09937489032745361,0.9672437906265259,0.14668355882167816,0.9576937556266785
13,0.10316438972949982,0.9675245881080627,0.14409106969833374,0.9588169455528259
14,0.09852111339569092,0.9702386260032654,0.14611268043518066,0.9573193788528442
15,0.10268872231245041,0.9683668613433838,0.1454615294933319,0.9558218121528625
16,0.09869015216827393,0.9692091941833496,0.14352281391620636,0.9595656991004944
17,0.10429789125919342,0.9648104906082153,0.14844660460948944,0.9576937556266785
18,0.108112633228302,0.9653720259666443,0.1457192599773407,0.9580681324005127
19,0.10222280770540237,0.9676181674003601,0.1446332037448883,0.9573193788528442
loss,accuracy
0.18072621524333954,0.945147693157196
Class,Precision,Recall,F1-Score,Support
Agaricus,0.0759493670886076,0.0759493670886076,0.0759493670886076,79.0
Amanita,0.05128205128205128,0.05063291139240506,0.050955414012738856,79.0
Boletus,0.1125,0.11392405063291139,0.11320754716981132,79.0
Cortinarius,0.1038961038961039,0.10126582278481013,0.10256410256410256,79.0
Entoloma,0.14285714285714285,0.13924050632911392,0.14102564102564102,79.0
Hygrocybe,0.11392405063291139,0.11392405063291139,0.11392405063291139,79.0
Lactarius,0.1038961038961039,0.10126582278481013,0.10256410256410256,79.0
Russula,0.1511627906976744,0.16455696202531644,0.15757575757575756,79.0
Suillus,0.07692307692307693,0.0759493670886076,0.07643312101910828,79.0
macro avg,0.10359896525263025,0.1040787623066104,0.10379990040586456,711.0
weighted avg,0.10359896525263027,0.10407876230661041,0.10379990040586456,711.0
