Epoch,accuracy,loss,val_accuracy,val_loss
1,0.10876623541116714,2.238626718521118,0.10830965638160706,2.1976335048675537
2,0.10805600881576538,2.2310092449188232,0.11115057021379471,2.1981799602508545
3,0.10856331139802933,2.232506036758423,0.13920454680919647,2.1983659267425537
4,0.10643263161182404,2.2319741249084473,0.12286932021379471,2.1977379322052
5,0.10947646200656891,2.231304883956909,0.10440340638160706,2.197862148284912
6,0.11333198100328445,2.232006549835205,0.1505681872367859,2.198192596435547
7,0.11282467842102051,2.22884202003479,0.1271306872367859,2.197988748550415
8,0.10541801899671555,2.233322858810425,0.11008522659540176,2.19805645942688
9,0.11059252917766571,2.22633695602417,0.11541192978620529,2.1983630657196045
10,0.11028815060853958,2.22463059425354,0.14098010957241058,2.197557210922241
11,0.11089691519737244,2.2263636589050293,0.10617897659540176,2.1982603073120117
12,0.11130276322364807,2.225799560546875,0.10724432021379471,2.197465658187866
13,0.11333198100328445,2.223799705505371,0.10617897659540176,2.1980137825012207
14,0.11678165942430496,2.222651958465576,0.14914773404598236,2.1977334022521973
15,0.11373782157897949,2.2249903678894043,0.10688920319080353,2.1982123851776123
16,0.11201298981904984,2.2243833541870117,0.10759942978620529,2.1981074810028076
17,0.10663555562496185,2.226109743118286,0.12428977340459824,2.197885751724243
18,0.11191152781248093,2.221920967102051,0.11115057021379471,2.1973581314086914
19,0.11241883039474487,2.22112774848938,0.11079545319080353,2.197192907333374
20,0.11302759498357773,2.220566749572754,0.14346590638160706,2.1975908279418945
