epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.182536005973816,0.5569719672203064,0.8893551230430603,0.680533766746521
2,0.7870232462882996,0.6942538022994995,0.7845366597175598,0.7150706648826599
3,0.6702092289924622,0.7421063184738159,0.8056124448776245,0.7229199409484863
4,0.5810129642486572,0.773485004901886,0.6147629618644714,0.7967032790184021
5,0.5514340996742249,0.7819180488586426,0.6285083889961243,0.7864992022514343
6,0.4982425272464752,0.8017258048057556,0.7289114594459534,0.7362637519836426
7,0.4512230157852173,0.8152579069137573,0.7033870220184326,0.7496075630187988
8,0.4109784960746765,0.8303589224815369,0.5681915283203125,0.8021978139877319
9,0.3824273645877838,0.836634635925293,0.5751378536224365,0.8014128804206848
10,0.3751648962497711,0.8466365933418274,0.522732675075531,0.8155416250228882
