Epoch,accuracy,loss,val_accuracy,val_loss
1,0.23229166865348816,2.591217041015625,0.6796875,1.453842043876648
2,0.5885416865348816,1.3670449256896973,0.80078125,0.8213101029396057
3,0.7489583492279053,0.8703815340995789,0.875,0.6153343915939331
4,0.7906249761581421,0.6898549199104309,0.90625,0.4811309576034546
5,0.8614583611488342,0.5412112474441528,0.94140625,0.4060458540916443
6,0.8697916865348816,0.46641620993614197,0.94140625,0.34133467078208923
7,0.8854166865348816,0.38851770758628845,0.9375,0.3291257321834564
8,0.90625,0.34926652908325195,0.9453125,0.29308176040649414
9,0.9260416626930237,0.30114060640335083,0.953125,0.2475132793188095
10,0.9458333253860474,0.2504172623157501,0.953125,0.2465241402387619
11,0.9375,0.2651033401489258,0.97265625,0.20486091077327728
12,0.9364583492279053,0.23950694501399994,0.97265625,0.17259147763252258
13,0.9583333134651184,0.19945861399173737,0.97265625,0.1770787537097931
14,0.9593750238418579,0.18303419649600983,0.97265625,0.1593366414308548
15,0.9635416865348816,0.1842469722032547,0.984375,0.13526296615600586
16,0.9624999761581421,0.1698601096868515,0.97265625,0.16807278990745544
17,0.9624999761581421,0.16184809803962708,0.9765625,0.13906119763851166
18,0.9708333611488342,0.140947625041008,0.96484375,0.14675182104110718
19,0.965624988079071,0.14761771261692047,0.97265625,0.10969216376543045
20,0.96875,0.13121174275875092,0.9609375,0.145465686917305
