training_history_LR0.001_BS32_DR0.50_E10
Epoch,accuracy,loss,val_accuracy,val_loss
1,0.15469613671302795,2.5331714153289795,0.3802816867828369,2.0089657306671143
2,0.3922652006149292,1.9300589561462402,0.3903420567512512,1.8804092407226562
3,0.46057257056236267,1.7260874509811401,0.5412474870681763,1.4003491401672363
4,0.5323957800865173,1.4352796077728271,0.5412474870681763,1.303617000579834
5,0.5936715006828308,1.2322543859481812,0.6639838814735413,1.0219968557357788
6,0.6554495096206665,0.9847967028617859,0.7002012133598328,0.8311215043067932
7,0.6820693016052246,0.9081906676292419,0.7323943376541138,0.8058009743690491
8,0.74485182762146,0.7593750953674316,0.7243461012840271,0.7571859955787659
9,0.7659467458724976,0.6602142453193665,0.7505030035972595,0.7125380635261536
10,0.794575572013855,0.5587978363037109,0.7605633735656738,0.7212235927581787

training_history_LR0.005_BS32_DR0.20_E10
Epoch,accuracy,loss,val_accuracy,val_loss
1,0.1396283209323883,2.607027769088745,0.27162978053092957,2.397387742996216
2,0.3445504903793335,2.0640640258789062,0.4446679949760437,1.7121427059173584
3,0.47212454676628113,1.6182681322097778,0.5392354130744934,1.328604817390442
4,0.5871421098709106,1.2883241176605225,0.6458752751350403,1.0425927639007568
5,0.6690105199813843,1.0327478647232056,0.6619718074798584,0.967407763004303
6,0.6981416344642639,0.9115806221961975,0.649899423122406,0.9622907638549805
7,0.6986439228057861,0.9106516242027283,0.7062374353408813,0.8102086186408997
8,0.7543947696685791,0.7360014319419861,0.7303823232650757,0.7872782349586487
9,0.7764942049980164,0.610273003578186,0.7464788556098938,0.7289507389068604
10,0.7950778603553772,0.5742109417915344,0.7384305596351624,0.7196041941642761

training_history_LR0.005_BS32_DR0.35_E10
Epoch,accuracy,loss,val_accuracy,val_loss
1,0.15469613671302795,2.525827169418335,0.25150904059410095,2.2961881160736084
2,0.33802109956741333,2.0525684356689453,0.45875251293182373,1.7944778203964233
3,0.47262683510780334,1.6561639308929443,0.5472837090492249,1.3669140338897705
4,0.5429432392120361,1.4025105237960815,0.6056337952613831,1.2320901155471802
5,0.6087393164634705,1.2130507230758667,0.6297786831855774,1.1536970138549805
6,0.6534404754638672,1.0621541738510132,0.6700201034545898,1.0023459196090698
7,0.7061777710914612,0.8827226758003235,0.6720321774482727,0.9643115401268005
8,0.7378202080726624,0.8045392036437988,0.696177065372467,0.9053393006324768
9,0.7664490342140198,0.6806467771530151,0.7022132873535156,0.9286199808120728
10,0.7724761366844177,0.6547068953514099,0.7142857313156128,0.8797840476036072


training_history_LR0.005_BS32_DR0.50_E10
Epoch,accuracy,loss,val_accuracy,val_loss
1,0.18081365525722504,2.545332193374634,0.4084506928920746,2.0769779682159424
2,0.405826210975647,1.8564635515213013,0.4507042169570923,1.570375919342041
3,0.5379206538200378,1.4309866428375244,0.6177062392234802,1.1367205381393433
4,0.6318432688713074,1.1114214658737183,0.6700201034545898,0.9515239000320435
5,0.6790557503700256,0.9827577471733093,0.72635817527771,0.7771708369255066
6,0.7327975630760193,0.8156293630599976,0.7122736573219299,0.7947723865509033
7,0.7222501039505005,0.8045024871826172,0.7444667816162109,0.7011709809303284
8,0.7865394353866577,0.6578344702720642,0.7847082614898682,0.6301122307777405
9,0.8036162853240967,0.5446324944496155,0.7444667816162109,0.7390580773353577
10,0.8287292718887329,0.49106740951538086,0.7625754475593567,0.641950786113739

training_history_LR0.001_BS64_DR0.5_E10
Epoch,accuracy,loss,val_accuracy,val_loss
1,0.09794073551893234,2.7438578605651855,0.20523138344287872,2.4293155670166016
2,0.24158714711666107,2.3451340198516846,0.37223339080810547,2.0664210319519043
3,0.36865895986557007,1.9463369846343994,0.46277666091918945,1.67440927028656
4,0.46408841013908386,1.6617482900619507,0.501006007194519,1.5339500904083252
5,0.5469613075256348,1.4262834787368774,0.5975854992866516,1.1995548009872437
6,0.6278252005577087,1.1501151323318481,0.6559355854988098,1.0337164402008057
7,0.6323455572128296,1.1175944805145264,0.668008029460907,0.9561145901679993
8,0.6916122436523438,0.9146300554275513,0.7243461012840271,0.799858570098877
9,0.7393269538879395,0.7506946325302124,0.7102615833282471,0.7574352025985718
10,0.7669512629508972,0.6618390083312988,0.7364184856414795,0.6956446766853333

training_history_LR0.0005_BS32_DR0.5_E10
Epoch,accuracy,loss,val_accuracy,val_loss
1,0.1255650371313095,2.6506738662719727,0.3018108606338501,2.2283148765563965
2,0.3068809509277344,2.1622440814971924,0.3863179087638855,1.9161338806152344
3,0.3782019019126892,1.9153743982315063,0.4124748408794403,1.71734619140625
4,0.4434957206249237,1.6852754354476929,0.5191146731376648,1.4891242980957031
5,0.5434455275535583,1.4053337574005127,0.5613682270050049,1.2977837324142456
6,0.5755901336669922,1.2449363470077515,0.621730387210846,1.0835587978363037
7,0.6433953046798706,1.06377112865448,0.5653923749923706,1.3083405494689941
8,0.6840783357620239,0.9302988052368164,0.6861166954040527,0.8915157318115234
9,0.7292817831039429,0.78372722864151,0.7484909296035767,0.7405031323432922
10,0.7619286775588989,0.6748798489570618,0.7444667816162109,0.7794269323348999

training_history_LR0.005_BS64_DR0.5_E10
Epoch,accuracy,loss,val_accuracy,val_loss
1,0.12405826151371002,2.616741180419922,0.28772637248039246,2.2514030933380127
2,0.3179306983947754,2.1269729137420654,0.41448691487312317,1.8184947967529297
3,0.4218985438346863,1.8015295267105103,0.4828973710536957,1.5902966260910034
4,0.5233551263809204,1.4922173023223877,0.5050301551818848,1.5601345300674438
5,0.5755901336669922,1.3466565608978271,0.621730387210846,1.1482981443405151
6,0.6308387517929077,1.119134545326233,0.6519114971160889,1.0106004476547241
7,0.6946257948875427,0.9220479130744934,0.621730387210846,1.0615935325622559
8,0.681064784526825,0.9430317878723145,0.682092547416687,0.8148157596588135
9,0.7413359880447388,0.758927047252655,0.7142857313156128,0.7517197132110596
10,0.7825213670730591,0.63493412733078,0.7444667816162109,0.7125155925750732
