mobilenet_LR1e-05_BS32_E30

Epoch,accuracy,loss,val_accuracy,val_loss
1,0.720223069190979,0.9252597689628601,0.949999988079071,0.24670648574829102
2,0.9189814925193787,0.28397542238235474,0.9786764979362488,0.12890176475048065
3,0.9481270909309387,0.19273102283477783,0.9856617450714111,0.08291604369878769
4,0.9622264504432678,0.13700279593467712,0.9926470518112183,0.059462714940309525
5,0.9680134654045105,0.11401835083961487,0.9937499761581421,0.048569709062576294
6,0.9753788113594055,0.09390944242477417,0.9955882430076599,0.039764150977134705
7,0.9769570827484131,0.08915504068136215,0.9955882430076599,0.03469324856996536
8,0.9782196879386902,0.07676397264003754,0.9959558844566345,0.02802014909684658
9,0.9822180271148682,0.06924855709075928,0.9963235259056091,0.025619052350521088
10,0.9796927571296692,0.06791752576828003,0.9970588088035583,0.022172439843416214
11,0.9819023609161377,0.06351611018180847,0.9970588088035583,0.022720884531736374
12,0.9829545617103577,0.06131436303257942,0.9959558844566345,0.02010742388665676
13,0.9805344939231873,0.0621052160859108,0.9977940917015076,0.019726401194930077
14,0.9827440977096558,0.0563134029507637,0.997426450252533,0.01621229015290737
15,0.9826388955116272,0.05621267110109329,0.997426450252533,0.014518540352582932
16,0.9836910963058472,0.05271307751536369,0.9977940917015076,0.012878702953457832
17,0.9817971587181091,0.05311378464102745,0.997426450252533,0.014269452542066574
18,0.9860059022903442,0.04794914647936821,0.9963235259056091,0.016370059922337532
19,0.9862163066864014,0.04570940509438515,0.9985294342041016,0.010918369516730309
20,0.9859007000923157,0.04356583580374718,0.998161792755127,0.012143265455961227
21,0.9865319728851318,0.04298747330904007,0.9988970756530762,0.008486246690154076
22,0.9866372346878052,0.04276638478040695,0.997426450252533,0.011019202880561352
23,0.9843223690986633,0.04735783115029335,0.9985294342041016,0.011176807805895805
24,0.9851641654968262,0.04437693953514099,0.998161792755127,0.009232908487319946
25,0.9859007000923157,0.043020255863666534,0.9988970756530762,0.007596189621835947
26,0.9872685074806213,0.04164636507630348,0.9988970756530762,0.00683439988642931
27,0.9893729090690613,0.034871093928813934,0.9992647171020508,0.00801680888980627
28,0.9882155060768127,0.03970054164528847,0.9992647171020508,0.0062927426770329475
29,0.9850589036941528,0.04143829643726349,0.9985294342041016,0.008067913353443146
30,0.9860059022903442,0.04153968393802643,0.9992647171020508,0.00635097362101078

Test Loss: 0.010740709491074085
Test Accuracy: 0.9985401630401611

Class,Precision,Recall,F1-Score,Support
Bluebell,0.9863013698630136,1.0,0.993103448275862,72.0
Buttercup,1.0,1.0,1.0,75.0
Coltsfoot,1.0,1.0,1.0,75.0
Cowslip,1.0,1.0,1.0,81.0
Crocus,1.0,0.9859154929577465,0.9929078014184397,71.0
Daffodil,0.9879518072289156,1.0,0.9939393939393939,82.0
Daisy,1.0,1.0,1.0,95.0
Dandelion,1.0,1.0,1.0,90.0
Fritillary,1.0,1.0,1.0,90.0
Iris,1.0,1.0,1.0,89.0
Lilyvalley,1.0,1.0,1.0,69.0
Pansy,1.0,1.0,1.0,69.0
Snowdrop,1.0,1.0,1.0,78.0
Sunflower,1.0,1.0,1.0,82.0
Tigerlily,1.0,1.0,1.0,92.0
Tulip,1.0,0.987012987012987,0.9934640522875817,77.0
Windflower,1.0,1.0,1.0,83.0
macro avg,0.9984854810054077,0.9984075576453373,0.9984361585836046,1370.0
weighted avg,0.9985589392867943,0.9985401459854014,0.9985399010990842,1370.0

