Epoch,accuracy,loss,val_accuracy,val_loss
1,0.2955508530139923,2.3196723461151123,0.7573529481887817,1.0593253374099731
2,0.6832627058029175,1.0622674226760864,0.845588207244873,0.667885959148407
3,0.804025411605835,0.6844117641448975,0.8492646813392639,0.5305262207984924
4,0.8548728823661804,0.5298187732696533,0.9117646813392639,0.4303551912307739
5,0.8887711763381958,0.41587138175964355,0.9117646813392639,0.344769686460495
6,0.8961864113807678,0.3674969971179962,0.9154411554336548,0.30353501439094543
7,0.9247881174087524,0.28137490153312683,0.9411764740943909,0.28230857849121094
8,0.9470338821411133,0.24932172894477844,0.9558823704719543,0.2555859088897705
9,0.9523305296897888,0.22340647876262665,0.9522058963775635,0.22667516767978668
10,0.9629237055778503,0.17945550382137299,0.9375,0.23072125017642975
11,0.9724576473236084,0.1548006683588028,0.9338235259056091,0.26181286573410034
12,0.9671609997749329,0.14613685011863708,0.9411764740943909,0.22436897456645966
13,0.9735169410705566,0.13485397398471832,0.966911792755127,0.1842106580734253
14,0.9724576473236084,0.12216592580080032,0.9595588445663452,0.16538400948047638
15,0.9777542352676392,0.1146000325679779,0.9522058963775635,0.16424496471881866
16,0.9872881174087524,0.09793656319379807,0.9485294222831726,0.18462693691253662
17,0.9841101765632629,0.09279216080904007,0.9485294222831726,0.16507244110107422
18,0.9819915294647217,0.09327848255634308,0.966911792755127,0.15214592218399048
19,0.9809321761131287,0.0882859155535698,0.9595588445663452,0.14459627866744995
20,0.9872881174087524,0.08013921231031418,0.9595588445663452,0.15599079430103302
